Site Codes,Date,Depth,ODO
WMP,2019-02-25T00:00:00Z,1.041,9.38
WMP,2019-02-25T00:00:00Z,1.538,8.79
WMP,2019-02-25T00:00:00Z,2.035,5.29
WMP,2019-02-25T00:00:00Z,2.511,4.27
WMP,2019-02-25T00:00:00Z,3.034,3.29
WMP,2019-02-25T00:00:00Z,3.505,2.84
WMP,2019-02-25T00:00:00Z,4.015,2.09
WMP,2019-02-25T00:00:00Z,4.511,1.86
WMP,2019-02-25T00:00:00Z,5.015,1.65
WMP,2019-02-25T00:00:00Z,5.319,1.62
CAV,2019-02-25T00:00:00Z,0.186,6.97
CAV,2019-02-25T00:00:00Z,0.54,6.95
CAV,2019-02-25T00:00:00Z,1.039,10.04
CAV,2019-02-25T00:00:00Z,1.523,11.29
CAV,2019-02-25T00:00:00Z,2.024,5.53
CAV,2019-02-25T00:00:00Z,2.539,5.08
REG,2019-02-25T00:00:00Z,0.203,4.7
REG,2019-02-25T00:00:00Z,0.505,4.73
REG,2019-02-25T00:00:00Z,1.017,4.68
REG,2019-02-25T00:00:00Z,1.525,4.51
REG,2019-02-25T00:00:00Z,2.036,3.87
REG,2019-02-25T00:00:00Z,2.515,3.36
REG,2019-02-25T00:00:00Z,2.917,2.93
KIN,2019-03-05T00:00:00Z,0.214,8.72
KIN,2019-03-05T00:00:00Z,0.474,8.81
KIN,2019-03-05T00:00:00Z,0.997,7.57
KIN,2019-03-05T00:00:00Z,1.493,6.7
KIN,2019-03-05T00:00:00Z,2.005,5.14
KIN,2019-03-05T00:00:00Z,2.48,4.48
KIN,2019-03-05T00:00:00Z,3.024,4.18
KIN,2019-03-05T00:00:00Z,3.492,3.11
KIN,2019-03-05T00:00:00Z,4,2.65
KIN,2019-03-05T00:00:00Z,4.311,2.48
KMO,2019-03-05T00:00:00Z,0.209,9.13
KMO,2019-03-05T00:00:00Z,0.517,8.63
KMO,2019-03-05T00:00:00Z,1.005,7.25
KMO,2019-03-05T00:00:00Z,1.499,5.55
KMO,2019-03-05T00:00:00Z,2,3.9
KMO,2019-03-05T00:00:00Z,2.49,3.18
KMO,2019-03-05T00:00:00Z,2.786,2.99
VIT,2019-03-05T00:00:00Z,0.198,7
VIT,2019-03-05T00:00:00Z,0.49,7.18
VIT,2019-03-05T00:00:00Z,0.991,7.01
VIT,2019-03-05T00:00:00Z,1.496,6.48
VIT,2019-03-05T00:00:00Z,2.004,4.76
VIT,2019-03-05T00:00:00Z,2.303,4.52
SUC,2019-03-05T00:00:00Z,0.18,7.2
SUC,2019-03-05T00:00:00Z,0.47,7.17
SUC,2019-03-05T00:00:00Z,0.969,6.81
SUC,2019-03-05T00:00:00Z,1.477,6.44
SUC,2019-03-05T00:00:00Z,2.026,6.18
SUC,2019-03-05T00:00:00Z,2.489,5.75
SUC,2019-03-05T00:00:00Z,3.026,5.4
SUC,2019-03-05T00:00:00Z,3.483,5.11
SUC,2019-03-05T00:00:00Z,3.991,4.92
MEAD,2019-03-05T00:00:00Z,0.181,6.03
MEAD,2019-03-05T00:00:00Z,0.522,6.1
MEAD,2019-03-05T00:00:00Z,0.99,6.15
MEAD,2019-03-05T00:00:00Z,1.49,6
MEAD,2019-03-05T00:00:00Z,1.99,5.83
MEAD,2019-03-05T00:00:00Z,2.484,5.71
MEAD,2019-03-05T00:00:00Z,2.771,5.68
MULB FARM,2019-03-05T00:00:00Z,0.205,8.51
MULB FARM,2019-03-05T00:00:00Z,0.479,8.41
MULB FARM,2019-03-05T00:00:00Z,0.977,8.33
MULB FARM,2019-03-05T00:00:00Z,1.519,6.16
MULB FARM,2019-03-05T00:00:00Z,1.995,5.51
WMP,2019-03-05T00:00:00Z,0.184,7.9
WMP,2019-03-05T00:00:00Z,0.475,7.87
WMP,2019-03-05T00:00:00Z,0.96,8.04
WMP,2019-03-05T00:00:00Z,1.505,8.11
WMP,2019-03-05T00:00:00Z,2.003,7.77
WMP,2019-03-05T00:00:00Z,2.497,7.12
WMP,2019-03-05T00:00:00Z,2.988,6.83
WMP,2019-03-05T00:00:00Z,3.518,6.82
WMP,2019-03-05T00:00:00Z,3.966,6.43
WMP,2019-03-05T00:00:00Z,4.494,4.12
WMP,2019-03-05T00:00:00Z,4.752,3.08
CAV,2019-03-05T00:00:00Z,0.189,6.79
CAV,2019-03-05T00:00:00Z,0.496,8.14
CAV,2019-03-05T00:00:00Z,1.022,9.5
CAV,2019-03-05T00:00:00Z,1.476,9.8
CAV,2019-03-05T00:00:00Z,1.964,9.87
CAV,2019-03-05T00:00:00Z,2.296,9.59
REG,2019-03-05T00:00:00Z,0.182,4.16
REG,2019-03-05T00:00:00Z,0.496,4.12
REG,2019-03-05T00:00:00Z,1.026,4.1
REG,2019-03-05T00:00:00Z,1.517,4.09
REG,2019-03-05T00:00:00Z,1.993,3.99
REG,2019-03-05T00:00:00Z,2.285,4.05
KIN,2019-03-11T00:00:00Z,0.199,7.25
KIN,2019-03-11T00:00:00Z,0.528,7.54
KIN,2019-03-11T00:00:00Z,1.008,7.42
KIN,2019-03-11T00:00:00Z,1.494,5.56
KIN,2019-03-11T00:00:00Z,1.981,3.66
KIN,2019-03-11T00:00:00Z,2.509,2.36
KIN,2019-03-11T00:00:00Z,2.992,1.7
KIN,2019-03-11T00:00:00Z,3.461,1.3
KIN,2019-03-11T00:00:00Z,3.998,1
KIN,2019-03-11T00:00:00Z,4.512,0.59
KIN,2019-03-11T00:00:00Z,4.78,0.5
KMO,2019-03-11T00:00:00Z,0.203,6.42
KMO,2019-03-11T00:00:00Z,0.468,6.48
KMO,2019-03-11T00:00:00Z,0.989,5.78
KMO,2019-03-11T00:00:00Z,1.489,5.15
KMO,2019-03-11T00:00:00Z,1.987,3.99
KMO,2019-03-11T00:00:00Z,2.483,2.82
KMO,2019-03-11T00:00:00Z,2.96,1.45
KMO,2019-03-11T00:00:00Z,3.282,1.32
VIT,2019-03-11T00:00:00Z,0.195,6.2
VIT,2019-03-11T00:00:00Z,0.522,6.02
VIT,2019-03-11T00:00:00Z,0.984,5.89
VIT,2019-03-11T00:00:00Z,1.481,4.74
VIT,2019-03-11T00:00:00Z,2.018,4.05
VIT,2019-03-11T00:00:00Z,2.488,2.9
VIT,2019-03-11T00:00:00Z,2.763,2.04
SUC,2019-03-11T00:00:00Z,0.202,6.11
SUC,2019-03-11T00:00:00Z,0.484,6.14
SUC,2019-03-11T00:00:00Z,0.975,6.04
SUC,2019-03-11T00:00:00Z,1.534,5.73
SUC,2019-03-11T00:00:00Z,2.002,4.89
SUC,2019-03-11T00:00:00Z,2.518,4.05
SUC,2019-03-11T00:00:00Z,3.007,3.7
SUC,2019-03-11T00:00:00Z,3.495,3.5
SUC,2019-03-11T00:00:00Z,4.001,3.36
SUC,2019-03-11T00:00:00Z,4.299,3.31
MEAD,2019-03-11T00:00:00Z,0.222,7.5
MEAD,2019-03-11T00:00:00Z,0.492,7.65
MEAD,2019-03-11T00:00:00Z,0.97,7.8
MEAD,2019-03-11T00:00:00Z,1.514,7.25
MEAD,2019-03-11T00:00:00Z,1.997,6.95
MEAD,2019-03-11T00:00:00Z,2.507,5.48
MEAD,2019-03-11T00:00:00Z,3.091,2.85
MULB FARM,2019-03-11T00:00:00Z,0.202,9.15
MULB FARM,2019-03-11T00:00:00Z,0.516,9.39
MULB FARM,2019-03-11T00:00:00Z,1.023,7.14
MULB FARM,2019-03-11T00:00:00Z,1.506,4.68
MULB FARM,2019-03-11T00:00:00Z,2.005,2.37
MULB FARM,2019-03-11T00:00:00Z,2.624,2.15
WMP,2019-03-11T00:00:00Z,0.197,9.32
WMP,2019-03-11T00:00:00Z,0.494,9.83
WMP,2019-03-11T00:00:00Z,0.978,8.68
WMP,2019-03-11T00:00:00Z,1.51,6.92
WMP,2019-03-11T00:00:00Z,1.997,3.22
WMP,2019-03-11T00:00:00Z,2.477,2.39
WMP,2019-03-11T00:00:00Z,3.037,2.14
WMP,2019-03-11T00:00:00Z,3.512,2.02
WMP,2019-03-11T00:00:00Z,3.975,1.99
WMP,2019-03-11T00:00:00Z,4.502,1.94
WMP,2019-03-11T00:00:00Z,4.979,1.95
WMP,2019-03-11T00:00:00Z,5.259,1.87
CAV,2019-03-11T00:00:00Z,0.194,9.75
CAV,2019-03-11T00:00:00Z,0.518,10.77
CAV,2019-03-11T00:00:00Z,0.992,11.64
CAV,2019-03-11T00:00:00Z,1.504,11.71
CAV,2019-03-11T00:00:00Z,1.997,11.74
CAV,2019-03-11T00:00:00Z,2.412,11.7
CAV,2019-03-11T00:00:00Z,2.676,11.68
REG,2019-03-11T00:00:00Z,0.202,4.58
REG,2019-03-11T00:00:00Z,0.534,4.82
REG,2019-03-11T00:00:00Z,0.976,4.35
REG,2019-03-11T00:00:00Z,1.498,4.64
REG,2019-03-11T00:00:00Z,2.014,5.22
REG,2019-03-11T00:00:00Z,2.492,5.41
REG,2019-03-11T00:00:00Z,2.971,5.34
KIN,2019-03-18T00:00:00Z,0.194,10.88
KIN,2019-03-18T00:00:00Z,0.498,10.41
KIN,2019-03-18T00:00:00Z,1.019,9.36
KIN,2019-03-18T00:00:00Z,1.49,7.86
KIN,2019-03-18T00:00:00Z,1.979,6.94
KIN,2019-03-18T00:00:00Z,2.478,6.64
KIN,2019-03-18T00:00:00Z,2.994,5.56
KIN,2019-03-18T00:00:00Z,3.498,5.48
KIN,2019-03-18T00:00:00Z,3.956,5.38
KIN,2019-03-18T00:00:00Z,4.414,5.23
KIN,2019-03-18T00:00:00Z,4.704,5.07
KMO,2019-03-18T00:00:00Z,0.186,9.22
KMO,2019-03-18T00:00:00Z,0.492,8.91
KMO,2019-03-18T00:00:00Z,0.998,6.55
KMO,2019-03-18T00:00:00Z,1.462,5.52
KMO,2019-03-18T00:00:00Z,1.997,4.71
KMO,2019-03-18T00:00:00Z,2.478,4.2
KMO,2019-03-18T00:00:00Z,3.002,4.09
VIT,2019-03-18T00:00:00Z,0.172,6.89
VIT,2019-03-18T00:00:00Z,0.506,7.12
VIT,2019-03-18T00:00:00Z,0.975,6.98
VIT,2019-03-18T00:00:00Z,1.499,6.45
VIT,2019-03-18T00:00:00Z,2.011,5.76
VIT,2019-03-18T00:00:00Z,2.6,5.33
SUC,2019-03-18T00:00:00Z,0.208,7.25
SUC,2019-03-18T00:00:00Z,0.489,7.21
SUC,2019-03-18T00:00:00Z,1.013,6
SUC,2019-03-18T00:00:00Z,1.494,6.27
SUC,2019-03-18T00:00:00Z,1.998,5.59
SUC,2019-03-18T00:00:00Z,2.491,5.25
SUC,2019-03-18T00:00:00Z,3.025,5.12
SUC,2019-03-18T00:00:00Z,3.492,5.13
SUC,2019-03-18T00:00:00Z,3.979,5.02
SUC,2019-03-18T00:00:00Z,4.483,4.88
SUC,2019-03-18T00:00:00Z,4.986,4.75
MEAD,2019-03-18T00:00:00Z,0.191,7.5
MEAD,2019-03-18T00:00:00Z,0.489,7.59
MEAD,2019-03-18T00:00:00Z,0.962,7.92
MEAD,2019-03-18T00:00:00Z,1.508,7.6
MEAD,2019-03-18T00:00:00Z,1.98,6.67
MEAD,2019-03-18T00:00:00Z,2.462,5.58
MEAD,2019-03-18T00:00:00Z,2.861,5.51
MULB FARM,2019-03-18T00:00:00Z,0.196,8.64
MULB FARM,2019-03-18T00:00:00Z,0.505,8.29
MULB FARM,2019-03-18T00:00:00Z,1.014,8.31
MULB FARM,2019-03-18T00:00:00Z,1.512,6.59
MULB FARM,2019-03-18T00:00:00Z,2.031,6.03
MULB FARM,2019-03-18T00:00:00Z,2.573,5.85
WMP,2019-03-18T00:00:00Z,0.192,8.8
WMP,2019-03-18T00:00:00Z,0.491,8.92
WMP,2019-03-18T00:00:00Z,0.969,8.88
WMP,2019-03-18T00:00:00Z,1.49,8.47
WMP,2019-03-18T00:00:00Z,1.981,7.7
WMP,2019-03-18T00:00:00Z,2.502,7.11
WMP,2019-03-18T00:00:00Z,2.982,6.49
WMP,2019-03-18T00:00:00Z,3.476,6.06
WMP,2019-03-18T00:00:00Z,4,6.02
WMP,2019-03-18T00:00:00Z,4.477,5.79
WMP,2019-03-18T00:00:00Z,5.005,5.68
WMP,2019-03-18T00:00:00Z,5.276,5.68
CAV,2019-03-18T00:00:00Z,0.206,8.72
CAV,2019-03-18T00:00:00Z,0.524,8.74
CAV,2019-03-18T00:00:00Z,1.012,8.94
CAV,2019-03-18T00:00:00Z,1.49,8.94
CAV,2019-03-18T00:00:00Z,2.008,8.75
CAV,2019-03-18T00:00:00Z,2.468,8.73
REG,2019-03-18T00:00:00Z,0.194,5.07
REG,2019-03-18T00:00:00Z,0.481,5.32
REG,2019-03-18T00:00:00Z,1.005,5.29
REG,2019-03-18T00:00:00Z,1.477,5.19
REG,2019-03-18T00:00:00Z,2.03,4.7
REG,2019-03-18T00:00:00Z,2.528,4.79
REG,2019-03-18T00:00:00Z,2.994,4.66
REG,2019-03-18T00:00:00Z,3.271,4.57
KIN,2019-03-25T00:00:00Z,0.207,5.96
KIN,2019-03-25T00:00:00Z,0.515,5.71
KIN,2019-03-25T00:00:00Z,1.017,5.94
KIN,2019-03-25T00:00:00Z,1.507,5.82
KIN,2019-03-25T00:00:00Z,2.002,5.05
KIN,2019-03-25T00:00:00Z,2.535,4.88
KIN,2019-03-25T00:00:00Z,3.007,4.79
KIN,2019-03-25T00:00:00Z,3.516,4.62
KIN,2019-03-25T00:00:00Z,4.018,4.58
KIN,2019-03-25T00:00:00Z,4.304,4.57
KMO,2019-03-25T00:00:00Z,0.256,8.03
KMO,2019-03-25T00:00:00Z,0.516,7.79
KMO,2019-03-25T00:00:00Z,1.049,7.37
KMO,2019-03-25T00:00:00Z,1.533,6.1
KMO,2019-03-25T00:00:00Z,2.029,4.7
KMO,2019-03-25T00:00:00Z,2.516,3.61
KMO,2019-03-25T00:00:00Z,2.907,3.31
VIT,2019-03-25T00:00:00Z,0.234,6.55
VIT,2019-03-25T00:00:00Z,0.51,6.71
VIT,2019-03-25T00:00:00Z,1.016,6.8
VIT,2019-03-25T00:00:00Z,1.51,6.09
VIT,2019-03-25T00:00:00Z,2.031,5.51
VIT,2019-03-25T00:00:00Z,2.521,3.87
VIT,2019-03-25T00:00:00Z,2.802,3.46
SUC,2019-03-25T00:00:00Z,0.208,5.26
SUC,2019-03-25T00:00:00Z,0.52,5.57
SUC,2019-03-25T00:00:00Z,1.023,5.41
SUC,2019-03-25T00:00:00Z,1.511,4.47
SUC,2019-03-25T00:00:00Z,2.008,4.37
SUC,2019-03-25T00:00:00Z,2.526,4.37
SUC,2019-03-25T00:00:00Z,3.035,4.41
SUC,2019-03-25T00:00:00Z,3.505,4.44
SUC,2019-03-25T00:00:00Z,4.014,4.58
SUC,2019-03-25T00:00:00Z,4.55,4.68
SUC,2019-03-25T00:00:00Z,4.816,4.71
MEAD,2019-03-25T00:00:00Z,0.199,5.1
MEAD,2019-03-25T00:00:00Z,0.54,4.96
MEAD,2019-03-25T00:00:00Z,1.014,4.78
MEAD,2019-03-25T00:00:00Z,1.517,4.68
MEAD,2019-03-25T00:00:00Z,2.001,4.43
MEAD,2019-03-25T00:00:00Z,2.54,4.32
MEAD,2019-03-25T00:00:00Z,2.826,4.3
MULB FARM,2019-03-25T00:00:00Z,0.244,5.13
MULB FARM,2019-03-25T00:00:00Z,0.517,5.1
MULB FARM,2019-03-25T00:00:00Z,1.01,5.01
MULB FARM,2019-03-25T00:00:00Z,1.511,4.99
MULB FARM,2019-03-25T00:00:00Z,2.009,4.81
MULB FARM,2019-03-25T00:00:00Z,2.338,4.56
WMP,2019-03-25T00:00:00Z,0.244,6.78
WMP,2019-03-25T00:00:00Z,0.503,6.8
WMP,2019-03-25T00:00:00Z,1.013,6.35
WMP,2019-03-25T00:00:00Z,1.539,6.27
WMP,2019-03-25T00:00:00Z,2.001,6.14
WMP,2019-03-25T00:00:00Z,2.524,6.01
WMP,2019-03-25T00:00:00Z,3.042,5.87
WMP,2019-03-25T00:00:00Z,3.526,5.8
WMP,2019-03-25T00:00:00Z,4.058,5.82
WMP,2019-03-25T00:00:00Z,4.548,5.78
WMP,2019-03-25T00:00:00Z,5.012,5.78
WMP,2019-03-25T00:00:00Z,5.542,5.75
WMP,2019-03-25T00:00:00Z,5.815,5.75
CAV,2019-03-25T00:00:00Z,0.219,7.19
CAV,2019-03-25T00:00:00Z,0.538,7.07
CAV,2019-03-25T00:00:00Z,1.069,7.36
CAV,2019-03-25T00:00:00Z,1.538,7.59
CAV,2019-03-25T00:00:00Z,2.053,7.91
CAV,2019-03-25T00:00:00Z,2.521,7.93
REG,2019-03-25T00:00:00Z,0.213,4.26
REG,2019-03-25T00:00:00Z,0.522,4.3
REG,2019-03-25T00:00:00Z,1.044,3.94
REG,2019-03-25T00:00:00Z,1.525,3.8
REG,2019-03-25T00:00:00Z,2.045,3.77
REG,2019-03-25T00:00:00Z,2.517,3.98
REG,2019-03-25T00:00:00Z,2.93,3.93
KIN,2019-04-01T00:00:00Z,0.207,9.38
KIN,2019-04-01T00:00:00Z,0.52,9.09
KIN,2019-04-01T00:00:00Z,1.022,7.44
KIN,2019-04-01T00:00:00Z,1.531,6.06
KIN,2019-04-01T00:00:00Z,2.04,4.64
KIN,2019-04-01T00:00:00Z,2.535,4.28
KIN,2019-04-01T00:00:00Z,3.016,4.11
KIN,2019-04-01T00:00:00Z,3.515,3.84
KIN,2019-04-01T00:00:00Z,4.022,3.82
KIN,2019-04-01T00:00:00Z,4.54,3.76
KIN,2019-04-01T00:00:00Z,4.808,3.73
KMO,2019-04-01T00:00:00Z,0.216,8.29
KMO,2019-04-01T00:00:00Z,0.53,7.31
KMO,2019-04-01T00:00:00Z,1.01,6.87
KMO,2019-04-01T00:00:00Z,1.527,5.74
KMO,2019-04-01T00:00:00Z,2.018,4.78
KMO,2019-04-01T00:00:00Z,2.508,4.36
KMO,2019-04-01T00:00:00Z,2.91,3.9
KMO,2019-04-01T00:00:00Z,3.226,3.7
VIT,2019-04-01T00:00:00Z,0.202,7.71
VIT,2019-04-01T00:00:00Z,0.54,7.64
VIT,2019-04-01T00:00:00Z,1.009,7.52
VIT,2019-04-01T00:00:00Z,1.526,6.79
VIT,2019-04-01T00:00:00Z,2.019,6.14
VIT,2019-04-01T00:00:00Z,2.405,4.45
SUC,2019-04-01T00:00:00Z,0.216,8.23
SUC,2019-04-01T00:00:00Z,0.512,7.27
SUC,2019-04-01T00:00:00Z,1.017,6.19
SUC,2019-04-01T00:00:00Z,1.53,5.63
SUC,2019-04-01T00:00:00Z,2.021,5.4
SUC,2019-04-01T00:00:00Z,2.53,5.15
SUC,2019-04-01T00:00:00Z,3.038,4.75
SUC,2019-04-01T00:00:00Z,3.524,4.41
SUC,2019-04-01T00:00:00Z,3.802,4.32
MEAD,2019-04-01T00:00:00Z,0.228,7.04
MEAD,2019-04-01T00:00:00Z,0.519,7.54
MEAD,2019-04-01T00:00:00Z,1.027,5.7
MEAD,2019-04-01T00:00:00Z,1.526,4.25
MEAD,2019-04-01T00:00:00Z,2.03,3.69
MEAD,2019-04-01T00:00:00Z,2.517,3.59
MEAD,2019-04-01T00:00:00Z,3.011,3.69
MEAD,2019-04-01T00:00:00Z,3.329,3.64
MULB FARM,2019-04-01T00:00:00Z,0.222,7.16
MULB FARM,2019-04-01T00:00:00Z,0.512,6.94
MULB FARM,2019-04-01T00:00:00Z,1.022,6.64
MULB FARM,2019-04-01T00:00:00Z,1.518,6.09
MULB FARM,2019-04-01T00:00:00Z,2.027,4.13
MULB FARM,2019-04-01T00:00:00Z,2.438,3.64
WMP,2019-04-01T00:00:00Z,0.21,9.51
WMP,2019-04-01T00:00:00Z,0.517,8.54
WMP,2019-04-01T00:00:00Z,1.036,7.08
WMP,2019-04-01T00:00:00Z,1.508,5.39
WMP,2019-04-01T00:00:00Z,2.034,4.32
WMP,2019-04-01T00:00:00Z,2.518,4.17
WMP,2019-04-01T00:00:00Z,3.009,4.05
WMP,2019-04-01T00:00:00Z,3.505,3.74
WMP,2019-04-01T00:00:00Z,4.008,3.69
WMP,2019-04-01T00:00:00Z,4.505,3.64
WMP,2019-04-01T00:00:00Z,4.983,3.59
WMP,2019-04-01T00:00:00Z,5.623,3.54
CAV,2019-04-01T00:00:00Z,0.225,8.77
CAV,2019-04-01T00:00:00Z,0.528,8.8
CAV,2019-04-01T00:00:00Z,1.018,8.5
CAV,2019-04-01T00:00:00Z,1.531,8.62
CAV,2019-04-01T00:00:00Z,2.036,7.81
CAV,2019-04-01T00:00:00Z,2.322,7.55
REG,2019-04-01T00:00:00Z,0.238,8.63
REG,2019-04-01T00:00:00Z,0.511,8.05
REG,2019-04-01T00:00:00Z,1.039,7.32
REG,2019-04-01T00:00:00Z,1.535,6.82
REG,2019-04-01T00:00:00Z,2.045,6.55
REG,2019-04-01T00:00:00Z,2.533,6.19
REG,2019-04-01T00:00:00Z,2.824,6.25
KIN,2019-04-08T00:00:00Z,0.233,7.25
KIN,2019-04-08T00:00:00Z,0.474,7.27
KIN,2019-04-08T00:00:00Z,1.014,7.42
KIN,2019-04-08T00:00:00Z,1.495,7.31
KIN,2019-04-08T00:00:00Z,1.999,6.97
KIN,2019-04-08T00:00:00Z,2.498,6.84
KIN,2019-04-08T00:00:00Z,3.02,6.25
KIN,2019-04-08T00:00:00Z,3.519,5.95
KIN,2019-04-08T00:00:00Z,3.973,5.93
KIN,2019-04-08T00:00:00Z,4.379,5.91
KMO,2019-04-08T00:00:00Z,0.208,6.91
KMO,2019-04-08T00:00:00Z,0.464,6.88
KMO,2019-04-08T00:00:00Z,1.002,7.43
KMO,2019-04-08T00:00:00Z,1.514,6.9
KMO,2019-04-08T00:00:00Z,1.995,5.55
KMO,2019-04-08T00:00:00Z,2.477,5.4
KMO,2019-04-08T00:00:00Z,2.963,5.3
KMO,2019-04-08T00:00:00Z,3.277,5.32
VIT,2019-04-08T00:00:00Z,0.208,6.99
VIT,2019-04-08T00:00:00Z,0.494,7.05
VIT,2019-04-08T00:00:00Z,1.019,7.07
VIT,2019-04-08T00:00:00Z,1.504,5.61
VIT,2019-04-08T00:00:00Z,1.972,5.37
VIT,2019-04-08T00:00:00Z,2.484,5.04
VIT,2019-04-08T00:00:00Z,2.964,4.96
SUC,2019-04-08T00:00:00Z,0.182,6.74
SUC,2019-04-08T00:00:00Z,0.464,6.81
SUC,2019-04-08T00:00:00Z,0.964,7.13
SUC,2019-04-08T00:00:00Z,1.53,6.76
SUC,2019-04-08T00:00:00Z,1.997,5.56
SUC,2019-04-08T00:00:00Z,2.487,4.79
SUC,2019-04-08T00:00:00Z,3.007,4.71
SUC,2019-04-08T00:00:00Z,3.495,4.77
SUC,2019-04-08T00:00:00Z,3.967,4.74
SUC,2019-04-08T00:00:00Z,4.61,4.73
MEAD,2019-04-08T00:00:00Z,0.213,6.39
MEAD,2019-04-08T00:00:00Z,0.483,6.4
MEAD,2019-04-08T00:00:00Z,0.975,6.41
MEAD,2019-04-08T00:00:00Z,1.51,5.83
MEAD,2019-04-08T00:00:00Z,1.985,5.79
MEAD,2019-04-08T00:00:00Z,2.47,5.78
MEAD,2019-04-08T00:00:00Z,2.909,5.77
MEAD,2019-04-08T00:00:00Z,3.24,5.75
MULB FARM,2019-04-08T00:00:00Z,0.195,7.13
MULB FARM,2019-04-08T00:00:00Z,0.5,7.21
MULB FARM,2019-04-08T00:00:00Z,0.983,7.2
MULB FARM,2019-04-08T00:00:00Z,1.483,6.32
MULB FARM,2019-04-08T00:00:00Z,1.992,6.13
MULB FARM,2019-04-08T00:00:00Z,2.591,5.9
WMP,2019-04-08T00:00:00Z,0.19,9.31
WMP,2019-04-08T00:00:00Z,0.491,9.52
WMP,2019-04-08T00:00:00Z,0.982,9.49
WMP,2019-04-08T00:00:00Z,1.494,9.34
WMP,2019-04-08T00:00:00Z,1.984,8.7
WMP,2019-04-08T00:00:00Z,2.467,8.63
WMP,2019-04-08T00:00:00Z,2.987,7.87
WMP,2019-04-08T00:00:00Z,3.502,7.59
WMP,2019-04-08T00:00:00Z,3.974,7.58
WMP,2019-04-08T00:00:00Z,4.475,7.51
WMP,2019-04-08T00:00:00Z,4.994,7.35
WMP,2019-04-08T00:00:00Z,5.458,7.28
WMP,2019-04-08T00:00:00Z,5.769,7.16
CAV,2019-04-08T00:00:00Z,0.207,7.94
CAV,2019-04-08T00:00:00Z,0.505,8.04
CAV,2019-04-08T00:00:00Z,0.974,8.15
CAV,2019-04-08T00:00:00Z,1.492,8.35
CAV,2019-04-08T00:00:00Z,1.997,7.94
CAV,2019-04-08T00:00:00Z,2.381,7.66
CAV,2019-04-08T00:00:00Z,2.685,7.51
REG,2019-04-08T00:00:00Z,0.211,6.43
REG,2019-04-08T00:00:00Z,0.481,6.63
REG,2019-04-08T00:00:00Z,1.002,6.93
REG,2019-04-08T00:00:00Z,1.487,6.72
REG,2019-04-08T00:00:00Z,1.995,6.55
REG,2019-04-08T00:00:00Z,2.51,6.48
REG,2019-04-08T00:00:00Z,2.989,6.6
REG,2019-04-08T00:00:00Z,3.191,6.61
KIN,2019-04-15T00:00:00Z,0.213,7.58
KIN,2019-04-15T00:00:00Z,0.515,7.58
KIN,2019-04-15T00:00:00Z,1.018,7.3
KIN,2019-04-15T00:00:00Z,1.525,7.14
KIN,2019-04-15T00:00:00Z,2.005,6.31
KIN,2019-04-15T00:00:00Z,2.544,5.56
KIN,2019-04-15T00:00:00Z,3.009,5.42
KIN,2019-04-15T00:00:00Z,3.513,5.52
KIN,2019-04-15T00:00:00Z,4.031,5
KIN,2019-04-15T00:00:00Z,4.504,4.59
KIN,2019-04-15T00:00:00Z,4.835,4.05
KMO,2019-04-15T00:00:00Z,0.207,7.41
KMO,2019-04-15T00:00:00Z,0.524,7.28
KMO,2019-04-15T00:00:00Z,1.025,7.07
KMO,2019-04-15T00:00:00Z,1.531,6.12
KMO,2019-04-15T00:00:00Z,1.923,6.56
VIT,2019-04-15T00:00:00Z,0.239,7.22
VIT,2019-04-15T00:00:00Z,0.534,7.21
VIT,2019-04-15T00:00:00Z,1.029,8.18
VIT,2019-04-15T00:00:00Z,1.522,8.29
VIT,2019-04-15T00:00:00Z,2.047,8.12
VIT,2019-04-15T00:00:00Z,2.532,8.2
VIT,2019-04-15T00:00:00Z,2.821,7.95
SUC,2019-04-15T00:00:00Z,0.213,6.51
SUC,2019-04-15T00:00:00Z,0.523,6.06
SUC,2019-04-15T00:00:00Z,1.011,6.04
SUC,2019-04-15T00:00:00Z,1.508,5.62
SUC,2019-04-15T00:00:00Z,2.013,5.63
SUC,2019-04-15T00:00:00Z,2.535,5.11
SUC,2019-04-15T00:00:00Z,3.02,5.02
SUC,2019-04-15T00:00:00Z,3.528,5
SUC,2019-04-15T00:00:00Z,4.026,4.88
SUC,2019-04-15T00:00:00Z,4.518,4.85
SUC,2019-04-15T00:00:00Z,5.11,4.81
MEAD,2019-04-15T00:00:00Z,0.206,6.11
MEAD,2019-04-15T00:00:00Z,0.514,5.96
MEAD,2019-04-15T00:00:00Z,1.041,5.64
MEAD,2019-04-15T00:00:00Z,1.539,5.36
MEAD,2019-04-15T00:00:00Z,2.018,5.18
MEAD,2019-04-15T00:00:00Z,2.511,5
MEAD,2019-04-15T00:00:00Z,3.122,4.95
MULB FARM,2019-04-15T00:00:00Z,0.227,7.75
MULB FARM,2019-04-15T00:00:00Z,0.508,7.47
MULB FARM,2019-04-15T00:00:00Z,1.031,6.84
MULB FARM,2019-04-15T00:00:00Z,1.514,5.37
MULB FARM,2019-04-15T00:00:00Z,2.036,4.88
MULB FARM,2019-04-15T00:00:00Z,2.615,4.33
MULB FARM,2019-04-15T00:00:00Z,2.949,4.3
WMP,2019-04-15T00:00:00Z,0.201,9.42
WMP,2019-04-15T00:00:00Z,0.538,9.46
