Site Codes,Date,Depth,ODO
KIN,2018-11-12T00:00:00Z,3.033,6.55
KIN,2018-11-12T00:00:00Z,3.487,6.4
KIN,2018-11-12T00:00:00Z,3.978,6.33
KIN,2018-11-12T00:00:00Z,4.262,6.31
KMO,2018-11-12T00:00:00Z,0.196,7.4
KMO,2018-11-12T00:00:00Z,0.502,7.36
KMO,2018-11-12T00:00:00Z,0.995,7.2
KMO,2018-11-12T00:00:00Z,1.496,6.79
KMO,2018-11-12T00:00:00Z,2.009,6.68
KMO,2018-11-12T00:00:00Z,2.487,6.66
KMO,2018-11-12T00:00:00Z,3.085,6.63
VIT,2018-11-12T00:00:00Z,0.166,7.21
VIT,2018-11-12T00:00:00Z,0.49,7.16
VIT,2018-11-12T00:00:00Z,0.968,7.02
VIT,2018-11-12T00:00:00Z,1.489,6.99
VIT,2018-11-12T00:00:00Z,2.007,6.79
VIT,2018-11-12T00:00:00Z,2.483,6.7
VIT,2018-11-12T00:00:00Z,2.96,6.65
SUC,2018-11-12T00:00:00Z,0.195,7.12
SUC,2018-11-12T00:00:00Z,0.479,7.15
SUC,2018-11-12T00:00:00Z,1.034,7.06
SUC,2018-11-12T00:00:00Z,1.466,6.82
SUC,2018-11-12T00:00:00Z,1.995,6.73
SUC,2018-11-12T00:00:00Z,2.486,6.66
SUC,2018-11-12T00:00:00Z,2.991,6.71
SUC,2018-11-12T00:00:00Z,3.471,6.73
SUC,2018-11-12T00:00:00Z,4.016,6.67
SUC,2018-11-12T00:00:00Z,4.475,6.64
SUC,2018-11-12T00:00:00Z,4.815,6.61
MEAD,2018-11-12T00:00:00Z,0.201,7.15
MEAD,2018-11-12T00:00:00Z,0.49,6.99
MEAD,2018-11-12T00:00:00Z,0.983,6.93
MEAD,2018-11-12T00:00:00Z,1.497,6.74
MEAD,2018-11-12T00:00:00Z,1.991,6.65
MEAD,2018-11-12T00:00:00Z,2.512,6.56
MEAD,2018-11-12T00:00:00Z,2.791,6.52
MULB FARM,2018-11-12T00:00:00Z,0.219,7.18
MULB FARM,2018-11-12T00:00:00Z,0.509,7.2
MULB FARM,2018-11-12T00:00:00Z,0.978,7.17
MULB FARM,2018-11-12T00:00:00Z,1.52,6.91
MULB FARM,2018-11-12T00:00:00Z,1.976,6.74
MULB FARM,2018-11-12T00:00:00Z,2.375,6.67
WMP,2018-11-12T00:00:00Z,0.21,7.01
WMP,2018-11-12T00:00:00Z,0.529,7
WMP,2018-11-12T00:00:00Z,0.969,6.88
WMP,2018-11-12T00:00:00Z,1.523,6.82
WMP,2018-11-12T00:00:00Z,1.994,6.74
WMP,2018-11-12T00:00:00Z,2.505,6.69
WMP,2018-11-12T00:00:00Z,2.977,6.68
WMP,2018-11-12T00:00:00Z,3.489,6.63
WMP,2018-11-12T00:00:00Z,3.988,6.6
WMP,2018-11-12T00:00:00Z,4.53,6.56
WMP,2018-11-12T00:00:00Z,4.769,6.59
CAV,2018-11-12T00:00:00Z,0.207,6.99
CAV,2018-11-12T00:00:00Z,0.485,6.95
CAV,2018-11-12T00:00:00Z,0.984,6.93
CAV,2018-11-12T00:00:00Z,1.52,6.86
CAV,2018-11-12T00:00:00Z,2.013,6.8
CAV,2018-11-12T00:00:00Z,2.462,6.75
REG,2018-11-12T00:00:00Z,0.199,6.99
REG,2018-11-12T00:00:00Z,0.501,6.98
REG,2018-11-12T00:00:00Z,0.97,6.98
REG,2018-11-12T00:00:00Z,1.458,6.92
REG,2018-11-12T00:00:00Z,1.998,6.88
REG,2018-11-12T00:00:00Z,2.513,6.87
REG,2018-11-12T00:00:00Z,2.996,6.83
KIN,2018-11-19T00:00:00Z,0.212,7.58
KIN,2018-11-19T00:00:00Z,0.536,7.59
KIN,2018-11-19T00:00:00Z,1.522,7.22
KIN,2018-11-19T00:00:00Z,2.001,6.53
KIN,2018-11-19T00:00:00Z,2.528,6
KIN,2018-11-19T00:00:00Z,3.032,4.62
KIN,2018-11-19T00:00:00Z,3.544,4.25
KIN,2018-11-19T00:00:00Z,4.028,1.85
KIN,2018-11-19T00:00:00Z,4.482,0.56
KIN,2018-11-19T00:00:00Z,4.804,0.32
KMO,2018-11-19T00:00:00Z,0.196,6.66
KMO,2018-11-19T00:00:00Z,0.557,6.75
KMO,2018-11-19T00:00:00Z,1.011,7.1
KMO,2018-11-19T00:00:00Z,1.518,7.84
KMO,2018-11-19T00:00:00Z,2.026,7.26
KMO,2018-11-19T00:00:00Z,2.504,7.25
KMO,2018-11-19T00:00:00Z,3.043,5.97
KMO,2018-11-19T00:00:00Z,3.34,5.85
VIT,2018-11-19T00:00:00Z,0.205,6.17
VIT,2018-11-19T00:00:00Z,0.517,6.08
VIT,2018-11-19T00:00:00Z,1.026,6.13
VIT,2018-11-19T00:00:00Z,1.501,6.18
VIT,2018-11-19T00:00:00Z,2.03,5.76
VIT,2018-11-19T00:00:00Z,2.536,5.69
VIT,2018-11-19T00:00:00Z,2.841,5.61
SUC,2018-11-19T00:00:00Z,0.245,5.67
SUC,2018-11-19T00:00:00Z,0.511,5.72
SUC,2018-11-19T00:00:00Z,1.035,5.67
SUC,2018-11-19T00:00:00Z,1.524,5.6
SUC,2018-11-19T00:00:00Z,2.011,5.57
SUC,2018-11-19T00:00:00Z,2.514,5.45
SUC,2018-11-19T00:00:00Z,3.025,5.4
SUC,2018-11-19T00:00:00Z,4.031,5.12
SUC,2018-11-19T00:00:00Z,4.535,5.2
SUC,2018-11-19T00:00:00Z,4.84,5.22
MEAD,2018-11-19T00:00:00Z,0.206,5.72
MEAD,2018-11-19T00:00:00Z,0.524,5.53
MEAD,2018-11-19T00:00:00Z,1.044,5.37
MEAD,2018-11-19T00:00:00Z,1.508,5.14
MEAD,2018-11-19T00:00:00Z,2.042,5.12
MEAD,2018-11-19T00:00:00Z,2.507,5.1
MEAD,2018-11-19T00:00:00Z,2.838,5.1
MULB FARM,2018-11-19T00:00:00Z,0.251,5.71
MULB FARM,2018-11-19T00:00:00Z,0.517,5.68
MULB FARM,2018-11-19T00:00:00Z,1.036,5.5
MULB FARM,2018-11-19T00:00:00Z,1.516,5.13
MULB FARM,2018-11-19T00:00:00Z,2.013,4.98
MULB FARM,2018-11-19T00:00:00Z,2.311,4.91
WMP,2018-11-19T00:00:00Z,0.232,5.48
WMP,2018-11-19T00:00:00Z,0.508,5.35
WMP,2018-11-19T00:00:00Z,1.006,5.25
WMP,2018-11-19T00:00:00Z,1.511,5.2
WMP,2018-11-19T00:00:00Z,1.99,5.15
WMP,2018-11-19T00:00:00Z,2.547,5.15
WMP,2018-11-19T00:00:00Z,2.987,4.94
WMP,2018-11-19T00:00:00Z,3.513,4.95
WMP,2018-11-19T00:00:00Z,4.036,4.96
WMP,2018-11-19T00:00:00Z,4.533,4.95
WMP,2018-11-19T00:00:00Z,5.029,4.94
WMP,2018-11-19T00:00:00Z,5.513,4.92
WMP,2018-11-19T00:00:00Z,5.819,4.92
CAV,2018-11-19T00:00:00Z,0.171,5.39
CAV,2018-11-19T00:00:00Z,0.549,5.4
CAV,2018-11-19T00:00:00Z,1.024,5.4
CAV,2018-11-19T00:00:00Z,1.522,5.31
CAV,2018-11-19T00:00:00Z,2.021,5.19
CAV,2018-11-19T00:00:00Z,2.636,5.15
REG,2018-11-19T00:00:00Z,0.198,5.72
REG,2018-11-19T00:00:00Z,0.544,5.71
REG,2018-11-19T00:00:00Z,1.007,5.55
REG,2018-11-19T00:00:00Z,1.513,5.57
REG,2018-11-19T00:00:00Z,2.031,5.49
REG,2018-11-19T00:00:00Z,2.503,5.46
REG,2018-11-19T00:00:00Z,3.048,5.14
REG,2018-11-19T00:00:00Z,3.34,5.1
KIN,2018-11-26T00:00:00Z,0.177,6.67
KIN,2018-11-26T00:00:00Z,0.504,6.62
KIN,2018-11-26T00:00:00Z,0.998,6.38
KIN,2018-11-26T00:00:00Z,1.493,6.29
KIN,2018-11-26T00:00:00Z,2.024,6.04
KIN,2018-11-26T00:00:00Z,2.553,5.95
KIN,2018-11-26T00:00:00Z,3.03,5.9
KIN,2018-11-26T00:00:00Z,3.554,5.85
KIN,2018-11-26T00:00:00Z,4.109,5.79
KMO,2018-11-26T00:00:00Z,0.245,7.54
KMO,2018-11-26T00:00:00Z,0.487,6.67
KMO,2018-11-26T00:00:00Z,0.96,6.32
KMO,2018-11-26T00:00:00Z,1.441,6.11
KMO,2018-11-26T00:00:00Z,2.012,6.03
KMO,2018-11-26T00:00:00Z,2.513,5.98
KMO,2018-11-26T00:00:00Z,2.989,5.91
VIT,2018-11-26T00:00:00Z,0.267,6.35
VIT,2018-11-26T00:00:00Z,0.531,6.27
VIT,2018-11-26T00:00:00Z,1.021,6.24
VIT,2018-11-26T00:00:00Z,1.485,6.23
VIT,2018-11-26T00:00:00Z,1.989,6.16
VIT,2018-11-26T00:00:00Z,2.597,6.01
SUC,2018-11-26T00:00:00Z,0.198,6.33
SUC,2018-11-26T00:00:00Z,0.536,6.33
SUC,2018-11-26T00:00:00Z,0.987,6.21
SUC,2018-11-26T00:00:00Z,1.501,6.07
SUC,2018-11-26T00:00:00Z,1.984,6
SUC,2018-11-26T00:00:00Z,2.568,5.97
SUC,2018-11-26T00:00:00Z,2.964,5.96
SUC,2018-11-26T00:00:00Z,3.531,5.94
SUC,2018-11-26T00:00:00Z,4.003,5.93
SUC,2018-11-26T00:00:00Z,4.482,5.92
SUC,2018-11-26T00:00:00Z,4.785,5.91
MEAD,2018-11-26T00:00:00Z,0.241,6.08
MEAD,2018-11-26T00:00:00Z,0.466,6.07
MEAD,2018-11-26T00:00:00Z,1.022,5.97
MEAD,2018-11-26T00:00:00Z,1.475,5.93
MEAD,2018-11-26T00:00:00Z,2.024,5.89
MEAD,2018-11-26T00:00:00Z,2.567,5.84
MULB FARM,2018-11-26T00:00:00Z,0.176,6.01
MULB FARM,2018-11-26T00:00:00Z,0.44,5.99
MULB FARM,2018-11-26T00:00:00Z,1.013,5.96
MULB FARM,2018-11-26T00:00:00Z,1.5,5.86
MULB FARM,2018-11-26T00:00:00Z,1.766,5.85
WMP,2018-11-26T00:00:00Z,0.197,6.06
WMP,2018-11-26T00:00:00Z,0.514,6.06
WMP,2018-11-26T00:00:00Z,0.975,6.04
WMP,2018-11-26T00:00:00Z,1.49,5.89
WMP,2018-11-26T00:00:00Z,1.999,5.86
WMP,2018-11-26T00:00:00Z,2.528,5.83
WMP,2018-11-26T00:00:00Z,3.013,5.81
WMP,2018-11-26T00:00:00Z,3.453,5.8
WMP,2018-11-26T00:00:00Z,3.974,5.78
WMP,2018-11-26T00:00:00Z,4.477,5.77
WMP,2018-11-26T00:00:00Z,4.965,5.76
WMP,2018-11-26T00:00:00Z,5.167,5.72
CAV,2018-11-26T00:00:00Z,0.502,5.88
CAV,2018-11-26T00:00:00Z,0.916,5.85
CAV,2018-11-26T00:00:00Z,1.489,5.76
CAV,2018-11-26T00:00:00Z,1.967,5.75
CAV,2018-11-26T00:00:00Z,2.477,5.68
REG,2018-11-26T00:00:00Z,0.232,5.45
REG,2018-11-26T00:00:00Z,0.52,5.41
REG,2018-11-26T00:00:00Z,0.99,5.38
REG,2018-11-26T00:00:00Z,1.468,5.34
REG,2018-11-26T00:00:00Z,1.997,5.31
REG,2018-11-26T00:00:00Z,2.473,5.26
REG,2018-11-26T00:00:00Z,2.76,5.25
KIN,2018-12-03T00:00:00Z,0.246,7.5
KIN,2018-12-03T00:00:00Z,0.52,7.2
KIN,2018-12-03T00:00:00Z,1.03,6.77
KIN,2018-12-03T00:00:00Z,1.524,6.2
KIN,2018-12-03T00:00:00Z,2.037,5.3
KIN,2018-12-03T00:00:00Z,2.522,4.88
KIN,2018-12-03T00:00:00Z,3.038,3.48
KIN,2018-12-03T00:00:00Z,3.534,3.22
KIN,2018-12-03T00:00:00Z,4.037,3.2
KIN,2018-12-03T00:00:00Z,4.432,3.19
KMO,2018-12-03T00:00:00Z,0.23,7.32
KMO,2018-12-03T00:00:00Z,0.511,6.96
KMO,2018-12-03T00:00:00Z,1.012,5.53
KMO,2018-12-03T00:00:00Z,1.515,5.59
KMO,2018-12-03T00:00:00Z,2.022,4.18
KMO,2018-12-03T00:00:00Z,2.303,3.88
VIT,2018-12-03T00:00:00Z,0.218,7.15
VIT,2018-12-03T00:00:00Z,0.531,7.16
VIT,2018-12-03T00:00:00Z,1.039,7.96
VIT,2018-12-03T00:00:00Z,1.533,8.51
VIT,2018-12-03T00:00:00Z,2.02,7.6
VIT,2018-12-03T00:00:00Z,2.336,6.4
SUC,2018-12-03T00:00:00Z,0.224,6.54
SUC,2018-12-03T00:00:00Z,0.542,6.45
SUC,2018-12-03T00:00:00Z,1.006,6.12
SUC,2018-12-03T00:00:00Z,1.542,6.15
SUC,2018-12-03T00:00:00Z,2.038,6.66
SUC,2018-12-03T00:00:00Z,2.529,6.3
SUC,2018-12-03T00:00:00Z,3.029,6.45
SUC,2018-12-03T00:00:00Z,3.535,5.92
SUC,2018-12-03T00:00:00Z,4.034,5.71
SUC,2018-12-03T00:00:00Z,4.511,5.76
SUC,2018-12-03T00:00:00Z,4.833,5.53
MEAD,2018-12-03T00:00:00Z,0.219,6.69
MEAD,2018-12-03T00:00:00Z,0.519,6.66
MEAD,2018-12-03T00:00:00Z,1.027,6.31
MEAD,2018-12-03T00:00:00Z,1.52,6.04
MEAD,2018-12-03T00:00:00Z,2.014,5.71
MEAD,2018-12-03T00:00:00Z,2.424,5.46
MEAD,2018-12-03T00:00:00Z,2.701,5.38
MULB FARM,2018-12-03T00:00:00Z,0.24,6.52
MULB FARM,2018-12-03T00:00:00Z,0.511,6.45
MULB FARM,2018-12-03T00:00:00Z,1.018,6.27
MULB FARM,2018-12-03T00:00:00Z,1.514,6.1
MULB FARM,2018-12-03T00:00:00Z,2.018,5.64
MULB FARM,2018-12-03T00:00:00Z,2.336,5.57
WMP,2018-12-03T00:00:00Z,0.186,6.49
WMP,2018-12-03T00:00:00Z,0.507,6.3
WMP,2018-12-03T00:00:00Z,1.044,6.33
WMP,2018-12-03T00:00:00Z,1.525,6.2
WMP,2018-12-03T00:00:00Z,2.019,5.99
WMP,2018-12-03T00:00:00Z,2.544,5.8
WMP,2018-12-03T00:00:00Z,3.04,5.65
WMP,2018-12-03T00:00:00Z,3.509,5.6
WMP,2018-12-03T00:00:00Z,4.041,5.48
WMP,2018-12-03T00:00:00Z,4.318,5.47
CAV,2018-12-03T00:00:00Z,0.216,5.81
CAV,2018-12-03T00:00:00Z,0.535,6.19
CAV,2018-12-03T00:00:00Z,1.042,7.94
CAV,2018-12-03T00:00:00Z,1.531,7.49
CAV,2018-12-03T00:00:00Z,2.015,5.83
CAV,2018-12-03T00:00:00Z,2.336,5.14
REG,2018-12-03T00:00:00Z,0.221,5.75
REG,2018-12-03T00:00:00Z,0.513,5.78
REG,2018-12-03T00:00:00Z,1.005,5.68
REG,2018-12-03T00:00:00Z,1.537,5.37
REG,2018-12-03T00:00:00Z,2.06,5.38
REG,2018-12-03T00:00:00Z,2.544,5.35
KIN,2018-12-10T00:00:00Z,0.204,6.65
KIN,2018-12-10T00:00:00Z,0.521,6.64
KIN,2018-12-10T00:00:00Z,1.007,6.52
KIN,2018-12-10T00:00:00Z,1.52,6.3
KIN,2018-12-10T00:00:00Z,2.034,5.93
KIN,2018-12-10T00:00:00Z,2.541,4.94
KIN,2018-12-10T00:00:00Z,3.018,4.2
KIN,2018-12-10T00:00:00Z,3.545,3.63
KIN,2018-12-10T00:00:00Z,4.043,3.24
KIN,2018-12-10T00:00:00Z,4.31,3.02
KMO,2018-12-10T00:00:00Z,0.237,6.67
KMO,2018-12-10T00:00:00Z,0.53,6.69
KMO,2018-12-10T00:00:00Z,1.024,6.4
KMO,2018-12-10T00:00:00Z,1.532,5.79
KMO,2018-12-10T00:00:00Z,2.008,5.35
KMO,2018-12-10T00:00:00Z,2.513,4.37
KMO,2018-12-10T00:00:00Z,2.83,4.11
VIT,2018-12-10T00:00:00Z,0.234,6.11
VIT,2018-12-10T00:00:00Z,0.489,5.98
VIT,2018-12-10T00:00:00Z,0.976,6.11
VIT,2018-12-10T00:00:00Z,1.509,6.45
VIT,2018-12-10T00:00:00Z,2.031,6.75
VIT,2018-12-10T00:00:00Z,2.437,6.04
VIT,2018-12-10T00:00:00Z,2.726,5.16
SUC,2018-12-10T00:00:00Z,0.221,6.29
SUC,2018-12-10T00:00:00Z,0.516,6.23
SUC,2018-12-10T00:00:00Z,1.023,5.7
SUC,2018-12-10T00:00:00Z,1.508,5.37
SUC,2018-12-10T00:00:00Z,2.02,5.33
SUC,2018-12-10T00:00:00Z,2.519,5.31
SUC,2018-12-10T00:00:00Z,3.012,5.34
SUC,2018-12-10T00:00:00Z,3.525,5.28
SUC,2018-12-10T00:00:00Z,4.003,5.05
SUC,2018-12-10T00:00:00Z,4.509,4.53
SUC,2018-12-10T00:00:00Z,4.821,4.16
MEAD,2018-12-10T00:00:00Z,0.233,6.77
MEAD,2018-12-10T00:00:00Z,0.535,6.35
MEAD,2018-12-10T00:00:00Z,1.019,6.37
MEAD,2018-12-10T00:00:00Z,1.524,6.03
MEAD,2018-12-10T00:00:00Z,2.007,5.88
MEAD,2018-12-10T00:00:00Z,2.52,5.72
MEAD,2018-12-10T00:00:00Z,2.821,5.59
MULB FARM,2018-12-10T00:00:00Z,0.221,6.52
MULB FARM,2018-12-10T00:00:00Z,0.536,6.4
MULB FARM,2018-12-10T00:00:00Z,1.043,6.39
MULB FARM,2018-12-10T00:00:00Z,1.535,6.15
MULB FARM,2018-12-10T00:00:00Z,2.12,5.85
WMP,2018-12-10T00:00:00Z,0.238,6.64
WMP,2018-12-10T00:00:00Z,0.519,6.56
WMP,2018-12-10T00:00:00Z,1.007,6.44
WMP,2018-12-10T00:00:00Z,1.51,6.24
WMP,2018-12-10T00:00:00Z,2.03,6.16
WMP,2018-12-10T00:00:00Z,2.524,6.16
WMP,2018-12-10T00:00:00Z,3.038,5.94
WMP,2018-12-10T00:00:00Z,3.534,5.78
WMP,2018-12-10T00:00:00Z,4.005,5.67
WMP,2018-12-10T00:00:00Z,4.53,5.66
WMP,2018-12-10T00:00:00Z,4.803,5.64
CAV,2018-12-10T00:00:00Z,0.21,5.29
CAV,2018-12-10T00:00:00Z,0.514,5.41
CAV,2018-12-10T00:00:00Z,1.025,5.08
CAV,2018-12-10T00:00:00Z,1.525,5.1
CAV,2018-12-10T00:00:00Z,1.919,5.09
CAV,2018-12-10T00:00:00Z,2.236,5.06
REG,2018-12-10T00:00:00Z,0.217,5.04
REG,2018-12-10T00:00:00Z,0.52,5.05
REG,2018-12-10T00:00:00Z,1.034,4.89
REG,2018-12-10T00:00:00Z,1.5,4.84
REG,2018-12-10T00:00:00Z,2.036,4.73
REG,2018-12-10T00:00:00Z,2.505,4.64
REG,2018-12-10T00:00:00Z,3.124,4.52
KIN,2018-12-17T00:00:00Z,0.222,8.26
KIN,2018-12-17T00:00:00Z,0.488,8.32
KIN,2018-12-17T00:00:00Z,1.01,8.46
KIN,2018-12-17T00:00:00Z,1.522,7.92
KIN,2018-12-17T00:00:00Z,2.029,4.33
KIN,2018-12-17T00:00:00Z,2.488,3.5
KIN,2018-12-17T00:00:00Z,2.988,3.27
KIN,2018-12-17T00:00:00Z,3.519,2.87
KIN,2018-12-17T00:00:00Z,4.002,2.19
KIN,2018-12-17T00:00:00Z,4.282,2.03
KMO,2018-12-17T00:00:00Z,0.214,7.13
KMO,2018-12-17T00:00:00Z,0.501,7.15
KMO,2018-12-17T00:00:00Z,0.995,7.05
KMO,2018-12-17T00:00:00Z,1.517,6.83
KMO,2018-12-17T00:00:00Z,1.993,5.54
KMO,2018-12-17T00:00:00Z,2.466,3.43
KMO,2018-12-17T00:00:00Z,2.767,2.81
VIT,2018-12-17T00:00:00Z,0.199,6.61
VIT,2018-12-17T00:00:00Z,0.501,6.62
VIT,2018-12-17T00:00:00Z,1,7.13
VIT,2018-12-17T00:00:00Z,1.509,7.54
VIT,2018-12-17T00:00:00Z,1.976,8.1
VIT,2018-12-17T00:00:00Z,2.355,7.42
SUC,2018-12-17T00:00:00Z,0.215,6.14
SUC,2018-12-17T00:00:00Z,0.514,6.09
SUC,2018-12-17T00:00:00Z,1.002,5.89
SUC,2018-12-17T00:00:00Z,1.467,5.52
SUC,2018-12-17T00:00:00Z,1.968,4.62
SUC,2018-12-17T00:00:00Z,2.526,4.57
SUC,2018-12-17T00:00:00Z,2.979,4.3
SUC,2018-12-17T00:00:00Z,3.477,3.54
SUC,2018-12-17T00:00:00Z,4.001,3.86
SUC,2018-12-17T00:00:00Z,4.285,3.75
MEAD,2018-12-17T00:00:00Z,0.231,5.85
MEAD,2018-12-17T00:00:00Z,0.502,5.81
MEAD,2018-12-17T00:00:00Z,1.022,5.61
MEAD,2018-12-17T00:00:00Z,1.503,5.21
MEAD,2018-12-17T00:00:00Z,1.96,4.97
MEAD,2018-12-17T00:00:00Z,2.475,4.79
MEAD,2018-12-17T00:00:00Z,2.874,4.65
MULB FARM,2018-12-17T00:00:00Z,0.196,6.12
MULB FARM,2018-12-17T00:00:00Z,0.471,5.97
MULB FARM,2018-12-17T00:00:00Z,1.04,5.57
MULB FARM,2018-12-17T00:00:00Z,1.474,5.53
MULB FARM,2018-12-17T00:00:00Z,1.991,5.04
MULB FARM,2018-12-17T00:00:00Z,2.314,4.89
WMP,2018-12-17T00:00:00Z,0.209,6.18
WMP,2018-12-17T00:00:00Z,0.512,6.21
WMP,2018-12-17T00:00:00Z,0.985,6.23
WMP,2018-12-17T00:00:00Z,1.506,5.78
WMP,2018-12-17T00:00:00Z,2.004,5.5
WMP,2018-12-17T00:00:00Z,2.502,5.45
WMP,2018-12-17T00:00:00Z,3.014,5.32
WMP,2018-12-17T00:00:00Z,3.537,5.3
WMP,2018-12-17T00:00:00Z,4.012,5.23
WMP,2018-12-17T00:00:00Z,4.46,5.24
WMP,2018-12-17T00:00:00Z,4.951,5.16
WMP,2018-12-17T00:00:00Z,5.272,5.08
CAV,2018-12-17T00:00:00Z,0.225,5.16
CAV,2018-12-17T00:00:00Z,0.481,5.12
CAV,2018-12-17T00:00:00Z,0.973,5.1
CAV,2018-12-17T00:00:00Z,1.468,4.8
CAV,2018-12-17T00:00:00Z,1.994,4.64
CAV,2018-12-17T00:00:00Z,2.407,4.51
CAV,2018-12-17T00:00:00Z,2.675,4.46
REG,2018-12-17T00:00:00Z,0.186,4.9
REG,2018-12-17T00:00:00Z,0.476,4.78
REG,2018-12-17T00:00:00Z,0.99,4.68
REG,2018-12-17T00:00:00Z,1.497,4.6
REG,2018-12-17T00:00:00Z,1.997,4.45
REG,2018-12-17T00:00:00Z,2.336,4.44
KIN,2019-01-02T00:00:00Z,0.222,9.37
KIN,2019-01-02T00:00:00Z,0.527,9.23
KIN,2019-01-02T00:00:00Z,1.028,9.33
KIN,2019-01-02T00:00:00Z,1.545,9.26
KIN,2019-01-02T00:00:00Z,2.013,9.01
KIN,2019-01-02T00:00:00Z,2.518,8.67
KIN,2019-01-02T00:00:00Z,3.029,6.1
KIN,2019-01-02T00:00:00Z,3.5,4.13
KIN,2019-01-02T00:00:00Z,4.045,3.51
KIN,2019-01-02T00:00:00Z,4.334,3.18
KMO,2019-01-02T00:00:00Z,0.241,11.53
KMO,2019-01-02T00:00:00Z,0.517,11.77
KMO,2019-01-02T00:00:00Z,1.032,11.44
KMO,2019-01-02T00:00:00Z,1.517,8.75
KMO,2019-01-02T00:00:00Z,2.025,7.32
KMO,2019-01-02T00:00:00Z,2.53,4.78
KMO,2019-01-02T00:00:00Z,3.012,4.1
KMO,2019-01-02T00:00:00Z,3.319,3.89
VIT,2019-01-02T00:00:00Z,0.24,8.26
VIT,2019-01-02T00:00:00Z,0.517,8.4
VIT,2019-01-02T00:00:00Z,1.03,7.7
VIT,2019-01-02T00:00:00Z,1.509,7.54
VIT,2019-01-02T00:00:00Z,2.023,6.64
VIT,2019-01-02T00:00:00Z,2.637,5.01
SUC,2019-01-02T00:00:00Z,0.233,8.16
SUC,2019-01-02T00:00:00Z,0.533,7.94
SUC,2019-01-02T00:00:00Z,1.025,7.8
SUC,2019-01-02T00:00:00Z,1.538,6.24
SUC,2019-01-02T00:00:00Z,2.022,5.39
SUC,2019-01-02T00:00:00Z,2.542,4.44
SUC,2019-01-02T00:00:00Z,3.023,4.09
SUC,2019-01-02T00:00:00Z,3.528,4.29
SUC,2019-01-02T00:00:00Z,4,4.32
SUC,2019-01-02T00:00:00Z,4.429,4.32
MEAD,2019-01-02T00:00:00Z,0.225,6.02
MEAD,2019-01-02T00:00:00Z,0.527,6
MEAD,2019-01-02T00:00:00Z,1.012,6
MEAD,2019-01-02T00:00:00Z,1.532,5.81
MEAD,2019-01-02T00:00:00Z,2.016,5.36
MEAD,2019-01-02T00:00:00Z,2.543,4.84
MEAD,2019-01-02T00:00:00Z,3.127,4.32
MULB FARM,2019-01-02T00:00:00Z,0.225,7.15
MULB FARM,2019-01-02T00:00:00Z,0.512,7.21
MULB FARM,2019-01-02T00:00:00Z,1.014,7.2
MULB FARM,2019-01-02T00:00:00Z,1.532,6.93
MULB FARM,2019-01-02T00:00:00Z,2.025,4.75
MULB FARM,2019-01-02T00:00:00Z,2.537,3.63
WMP,2019-01-02T00:00:00Z,0.242,7.88
WMP,2019-01-02T00:00:00Z,0.526,7.86
WMP,2019-01-02T00:00:00Z,1.03,7.68
WMP,2019-01-02T00:00:00Z,1.519,7.41
WMP,2019-01-02T00:00:00Z,2.03,6.18
WMP,2019-01-02T00:00:00Z,2.521,4.34
WMP,2019-01-02T00:00:00Z,3.021,3.19
WMP,2019-01-02T00:00:00Z,3.523,2.78
WMP,2019-01-02T00:00:00Z,4.018,2.06
WMP,2019-01-02T00:00:00Z,4.558,2.16
WMP,2019-01-02T00:00:00Z,4.803,1.85
CAV,2019-01-02T00:00:00Z,0.259,9.49
CAV,2019-01-02T00:00:00Z,0.545,9.47
CAV,2019-01-02T00:00:00Z,1.009,9.69
CAV,2019-01-02T00:00:00Z,1.517,10.49
CAV,2019-01-02T00:00:00Z,2.008,10.5
CAV,2019-01-02T00:00:00Z,2.616,10.61
REG,2019-01-02T00:00:00Z,0.226,4.73
REG,2019-01-02T00:00:00Z,0.519,4.64
REG,2019-01-02T00:00:00Z,1.038,4.69
REG,2019-01-02T00:00:00Z,1.515,4.65
REG,2019-01-02T00:00:00Z,2.014,4.61
REG,2019-01-02T00:00:00Z,2.513,4.55
REG,2019-01-02T00:00:00Z,3.011,4.5
REG,2019-01-02T00:00:00Z,3.331,4.45
KIN,2019-01-07T00:00:00Z,0.218,8.7
KIN,2019-01-07T00:00:00Z,0.511,8.81
KIN,2019-01-07T00:00:00Z,1.016,8.17
KIN,2019-01-07T00:00:00Z,1.519,8.45
KIN,2019-01-07T00:00:00Z,2.02,7.98
KIN,2019-01-07T00:00:00Z,2.517,7.37
KIN,2019-01-07T00:00:00Z,3.007,6.31
KIN,2019-01-07T00:00:00Z,3.521,5.49
KIN,2019-01-07T00:00:00Z,4.023,4.47
KIN,2019-01-07T00:00:00Z,4.338,4.26
KMO,2019-01-07T00:00:00Z,0.226,9.65
KMO,2019-01-07T00:00:00Z,0.513,8.95
KMO,2019-01-07T00:00:00Z,1.03,8.3
KMO,2019-01-07T00:00:00Z,1.517,6.55
KMO,2019-01-07T00:00:00Z,1.835,6.1
VIT,2019-01-07T00:00:00Z,0.237,9.54
VIT,2019-01-07T00:00:00Z,0.507,8.45
VIT,2019-01-07T00:00:00Z,1.026,7.06
VIT,2019-01-07T00:00:00Z,1.53,6.99
VIT,2019-01-07T00:00:00Z,2.037,6.61
VIT,2019-01-07T00:00:00Z,2.326,5.77
SUC,2019-01-07T00:00:00Z,0.209,7.75
SUC,2019-01-07T00:00:00Z,0.537,7.73
